PID,Age,Sex,Home_X,Home_Y,excluded-modes,income,rank,valueOfTime,Household_ID,Household_num_vehicles,Household_income [$]
408-2015000399196-099148,55,F,686294.2764369999,4825714.0183625,,24009.0,2,18.0,408-2015000399196-0,3,50618.0
408-2015000467368-0100033,5,F,687251.0534435001,4825223.6626915,car,1055.0,1,18.0,408-2015000467368-0,5,95185.0
408-2015000467368-099901,51,M,687251.0534435001,4825223.6626915,,58101.0,4,18.0,408-2015000467368-0,5,95185.0
408-2015000467368-099945,31,F,687251.0534435001,4825223.6626915,,60976.0,3,18.0,408-2015000467368-0,5,95185.0
408-2015000467368-099989,1,F,687251.0534435001,4825223.6626915,car,0.0,0,18.0,408-2015000467368-0,5,95185.0
408-2015000578512-0101507,30,F,687254.042809,4825583.862032499,,0.0,0,18.0,408-2015000578512-0,2,38665.0
408-2015000587248-0101709,24,M,686236.3169795,4827430.7824035,,51882.0,0,18.0,408-2015000587248-0,5,30079.0
408-2015000587248-0101742,18,F,686260.6434259999,4827360.416399499,,10338.0,3,18.0,408-2015000587248-0,5,30079.0
408-2015000587248-0101775,4,F,686236.3169795,4827430.7824035,car,0.0,2,18.0,408-2015000587248-0,5,30079.0
408-2015000587248-0101808,14,M,686236.3169795,4827430.7824035,car,0.0,1,18.0,408-2015000587248-0,5,30079.0
408-2015000606577-3102403,37,M,686230.8628819999,4827887.608369,,104465.0,2,18.0,408-2015000606577-3,3,47743.0
408-2015000606577-3102608,40,M,686074.3325390001,4828028.423146,,39232.0,0,18.0,408-2015000606577-3,3,47743.0
408-2015000759098-0105847,54,M,686441.1908335,4825839.1974155,,54928.0,1,18.0,408-2015000759098-0,5,103067.0
408-2015000759098-0105868,44,F,686294.2764369999,4825714.0183625,,54564.0,3,18.0,408-2015000759098-0,5,103067.0
408-2015000759098-0105889,31,M,686294.2764369999,4825714.0183625,,48274.0,0,18.0,408-2015000759098-0,5,103067.0
408-2015000759098-0105910,11,F,686294.2764369999,4825714.0183625,car,0.0,2,18.0,408-2015000759098-0,5,103067.0
408-2015000780667-0106756,26,F,686230.8628819999,4827887.608369,,86670.0,2,18.0,408-2015000780667-0,3,74849.0
408-2015000780667-0106799,27,M,686074.3325390001,4828028.423146,,33701.0,0,18.0,408-2015000780667-0,3,74849.0
408-2015000790664-0107172,61,F,687254.0428095,4825583.862032499,,27248.0,2,18.0,408-2015000790664-0,3,24327.0
408-2015000790664-0107215,73,M,687254.042809,4825583.862032499,,0.0,0,18.0,408-2015000790664-0,3,24327.0
408-2015000810401-2108275,26,M,687251.0534435001,4825223.6626915,,11777.0,0,18.0,408-2015000810401-2,5,73384.0
408-2015000810401-2108434,18,F,687251.0534435001,4825223.6626915,,3893.0,4,18.0,408-2015000810401-2,5,73384.0
408-2015000810401-2108593,5,F,687251.0534435001,4825223.6626915,car,0.0,2,18.0,408-2015000810401-2,5,73384.0
408-2015000810401-2108752,59,F,687251.0534435001,4825223.6626915,,21099.0,1,18.0,408-2015000810401-2,5,73384.0
408-2015000820305-0109256,60,M,686230.8628819999,4827887.608369,,26217.0,0,18.0,408-2015000820305-0,3,5490.0
408-2015000820305-0109290,43,F,686074.3325390001,4828028.423146,,24910.0,1,18.0,408-2015000820305-0,3,5490.0
408-2015000831253-0109623,41,M,687254.0428095,4825583.862032499,,27939.0,0,18.0,408-2015000831253-0,3,67352.0
408-2015000831253-0109710,21,F,687254.042809,4825583.862032499,,1968.0,2,18.0,408-2015000831253-0,3,67352.0
408-2015000837180-0110087,72,M,687254.042809,4825583.862032499,,2012.0,1,18.0,408-2015000837180-0,2,10737.0
408-2015000875080-2111119,42,M,686287.736227,4824612.4522505,,0.0,1,18.0,408-2015000875080-2,5,6971.0
408-2015000875080-2111227,58,F,686291.6487700001,4824787.3820695,,27642.0,4,18.0,408-2015000875080-2,5,6971.0
408-2015000875080-2111335,18,M,686287.736227,4824612.4522505,,37406.0,5,18.0,408-2015000875080-2,5,6971.0
408-2015000875080-2111443,0,M,686287.736227,4824612.4522505,car,0.0,3,18.0,408-2015000875080-2,5,6971.0
408-2015000875080-2111551,43,F,686287.736227,4824612.4522505,,37961.0,0,18.0,408-2015000875080-2,5,6971.0
408-2015000895578-0112009,60,M,686294.2764369999,4825714.0183625,,37159.0,0,18.0,408-2015000895578-0,4,5764.0
408-2015000895578-0112043,52,F,686294.2764369999,4825714.0183625,,15816.0,2,18.0,408-2015000895578-0,4,5764.0
408-2015000895578-0112077,10,M,686441.1908335,4825839.1974155,car,0.0,1,18.0,408-2015000895578-0,4,5764.0
408-2015000938182-0112715,55,M,687251.0534435001,4825223.6626915,,5338.0,1,18.0,408-2015000938182-0,2,20134.0
408-2015000973216-0113476,35,F,686292.9626035,4825250.700216,,8591.0,0,18.0,408-2015000973216-0,3,89383.0
408-2015000973216-0113514,47,M,686456.3426940001,4825351.0864305,,59456.0,2,18.0,408-2015000973216-0,3,89383.0
408-2015001014127-0114099,53,M,687251.0534435001,4825223.6626915,,30918.0,1,18.0,408-2015001014127-0,2,9669.0
408-2015001062734-0115215,41,M,686260.6434259999,4827360.416399499,,70454.0,2,18.0,408-2015001062734-0,3,55787.0
408-2015001062734-0115250,0,M,686236.3169795,4827430.7824035,car,0.0,0,18.0,408-2015001062734-0,3,55787.0
408-2015001065193-0115402,43,F,687254.042809,4825583.862032499,,10040.0,1,18.0,408-2015001065193-0,2,21906.0
408-2015001068293-0115436,49,M,687254.042809,4825583.862032499,,30792.0,0,18.0,408-2015001068293-0,3,7022.0
408-2015001068293-0115459,60,F,687254.0428095,4825583.862032499,,0.0,2,18.0,408-2015001068293-0,3,7022.0
408-2015001110576-0116185,37,M,686441.1908335,4825839.1974155,,47664.0,2,18.0,408-2015001110576-0,4,49775.0
408-2015001110576-0116233,56,F,686294.2764369999,4825714.0183625,,21489.0,0,18.0,408-2015001110576-0,4,49775.0
408-2015001110576-0116281,1,M,686294.2764369999,4825714.0183625,car,0.0,3,18.0,408-2015001110576-0,4,49775.0
408-2015001124901-0116461,28,F,686236.3169795,4827430.7824035,,33827.0,2,18.0,408-2015001124901-0,3,87830.0
408-2015001124901-0116501,28,M,686260.6434259999,4827360.416399499,,43787.0,0,18.0,408-2015001124901-0,3,87830.0
408-2015001165446-0117480,21,M,686260.6434259999,4827360.416399499,,1135.0,1,18.0,408-2015001165446-0,2,10530.0
408-2015001182892-0117687,49,M,687251.0534435001,4825223.6626915,,20859.0,0,18.0,408-2015001182892-0,2,9185.0
408-2015001219743-1118152,51,M,686441.1908335,4825839.1974155,,45634.0,2,18.0,408-2015001219743-1,5,80272.0
408-2015001219743-1118225,62,F,686294.2764369999,4825714.0183625,,2999.0,5,18.0,408-2015001219743-1,5,80272.0
408-2015001219743-1118298,29,F,686294.2764369999,4825714.0183625,,0.0,3,18.0,408-2015001219743-1,5,80272.0
408-2015001219743-1118371,13,F,686294.2764369999,4825714.0183625,car,0.0,1,18.0,408-2015001219743-1,5,80272.0
408-2015001219743-1118444,14,M,686294.2764369999,4825714.0183625,car,0.0,4,18.0,408-2015001219743-1,5,80272.0
408-2015001219743-1118517,1,M,686294.2764369999,4825714.0183625,car,0.0,0,18.0,408-2015001219743-1,5,80272.0
408-2015001219743-1118590,32,M,686294.2764369999,4825714.0183625,,71144.0,7,18.0,408-2015001219743-1,5,80272.0
408-2015001250406-0119176,63,F,686236.3169795,4827430.7824035,,0.0,4,18.0,408-2015001250406-0,5,808.0
408-2015001250406-0119216,36,M,686236.3169795,4827430.7824035,,75196.0,5,18.0,408-2015001250406-0,5,808.0
408-2015001250406-0119256,7,F,686260.6434259999,4827360.416399499,car,0.0,1,18.0,408-2015001250406-0,5,808.0
408-2015001250406-0119296,12,F,686236.3169795,4827430.7824035,car,0.0,3,18.0,408-2015001250406-0,5,808.0
408-2015001250406-0119336,5,M,686236.3169795,4827430.7824035,car,0.0,0,18.0,408-2015001250406-0,5,808.0
408-2015001258226-0119463,67,F,687254.042809,4825583.862032499,,13729.0,1,18.0,408-2015001258226-0,2,14549.0
408-2015001283493-0119983,60,M,686236.3169795,4827430.7824035,,112249.0,1,18.0,408-2015001283493-0,3,48732.0
408-2015001283493-0120009,45,F,686260.6434259999,4827360.416399499,,149583.0,2,18.0,408-2015001283493-0,3,48732.0
408-2015001324443-0121266,37,M,687254.0428095,4825583.862032499,,35407.0,6,18.0,408-2015001324443-0,5,85225.0
408-2015001324443-0121286,48,F,687254.0428095,4825583.862032499,,58058.0,2,18.0,408-2015001324443-0,5,85225.0
408-2015001324443-0121306,26,F,687254.0428095,4825583.862032499,,29751.0,1,18.0,408-2015001324443-0,5,85225.0
408-2015001324443-0121326,31,F,687254.0428095,4825583.862032499,,0.0,4,18.0,408-2015001324443-0,5,85225.0
408-2015001324443-0121346,14,M,687254.0428095,4825583.862032499,car,0.0,5,18.0,408-2015001324443-0,5,85225.0
408-2015001324443-0121366,15,M,687254.042809,4825583.862032499,car,0.0,0,18.0,408-2015001324443-0,5,85225.0
408-2015001345452-0121575,67,F,687254.0428095,4825583.862032499,,0.0,0,18.0,408-2015001345452-0,3,103246.0
408-2015001345452-0121615,36,F,687254.042809,4825583.862032499,,0.0,1,18.0,408-2015001345452-0,3,103246.0
408-2015001391700-0122455,24,M,687251.0534435001,4825223.6626915,,0.0,2,18.0,408-2015001391700-0,3,56341.0
408-2015001391700-0122498,22,F,687251.0534435001,4825223.6626915,,9068.0,1,18.0,408-2015001391700-0,3,56341.0
408-2016000069252-1126226,63,F,687251.0534435001,4825223.6626915,,35153.0,4,18.0,408-2016000069252-1,5,126907.0
408-2016000069252-1126310,62,M,687251.0534435001,4825223.6626915,,18062.0,2,18.0,408-2016000069252-1,5,126907.0
408-2016000069252-1126394,2,F,687251.0534435001,4825223.6626915,car,0.0,1,18.0,408-2016000069252-1,5,126907.0
408-2016000069252-1126478,4,F,687251.0534435001,4825223.6626915,car,0.0,5,18.0,408-2016000069252-1,5,126907.0
408-2016000069252-1126562,16,M,687251.0534435001,4825223.6626915,,0.0,0,18.0,408-2016000069252-1,5,126907.0
408-2016000116811-1127438,58,F,687254.0428095,4825583.862032499,,0.0,1,18.0,408-2016000116811-1,5,45279.0
408-2016000116811-1127565,18,M,687254.0428095,4825583.862032499,,0.0,2,18.0,408-2016000116811-1,5,45279.0
408-2016000116811-1127692,14,M,687254.0428095,4825583.862032499,car,0.0,5,18.0,408-2016000116811-1,5,45279.0
408-2016000116811-1127819,3,M,687254.042809,4825583.862032499,car,0.0,0,18.0,408-2016000116811-1,5,45279.0
408-2016000116811-1127946,10,F,687254.0428095,4825583.862032499,car,0.0,4,18.0,408-2016000116811-1,5,45279.0
408-2016000171060-0128750,66,F,686888.2986325,4824629.511558499,,34548.0,1,18.0,408-2016000171060-0,2,38215.0
408-2016000209885-0129186,61,M,687254.0428095,4825583.862032499,,0.0,1,18.0,408-2016000209885-0,3,73784.0
408-2016000209885-0129209,59,F,687254.042809,4825583.862032499,,54416.0,2,18.0,408-2016000209885-0,3,73784.0
408-2016000250854-1130407,56,M,686260.6434259999,4827360.416399499,,95269.0,4,18.0,408-2016000250854-1,5,16909.0
408-2016000250854-1130495,42,F,686236.3169795,4827430.7824035,,36738.0,1,18.0,408-2016000250854-1,5,16909.0
408-2016000250854-1130583,1,M,686236.3169795,4827430.7824035,car,0.0,5,18.0,408-2016000250854-1,5,16909.0
408-2016000250854-1130671,5,M,686236.3169795,4827430.7824035,car,1300.0,3,18.0,408-2016000250854-1,5,16909.0
408-2016000250854-1130759,6,M,686236.3169795,4827430.7824035,car,0.0,0,18.0,408-2016000250854-1,5,16909.0
408-2016000276489-0131607,67,M,687254.042809,4825583.862032499,,0.0,1,18.0,408-2016000276489-0,3,81694.0
408-2016000276489-0131650,70,F,687254.0428095,4825583.862032499,,0.0,0,18.0,408-2016000276489-0,3,81694.0
408-2016000295788-0131798,56,M,686287.736227,4824612.4522505,,73237.0,3,18.0,408-2016000295788-0,5,93957.0
408-2016000295788-0131829,36,F,686287.736227,4824612.4522505,,26904.0,5,18.0,408-2016000295788-0,5,93957.0
408-2016000295788-0131860,4,M,686291.6487700001,4824787.3820695,car,0.0,1,18.0,408-2016000295788-0,5,93957.0
408-2016000295788-0131891,10,F,686287.736227,4824612.4522505,car,0.0,0,18.0,408-2016000295788-0,5,93957.0
408-2016000295788-0131922,3,M,686287.736227,4824612.4522505,car,0.0,4,18.0,408-2016000295788-0,5,93957.0
408-2016000313262-0131962,26,M,687254.042809,4825583.862032499,,31631.0,1,18.0,408-2016000313262-0,2,816.0
408-2016000327234-0132037,55,F,686888.2986325,4824629.511558499,,59858.0,0,18.0,408-2016000327234-0,3,4531.0
408-2016000327234-0132070,35,M,686888.2986325,4824629.511558499,,2004.0,1,18.0,408-2016000327234-0,3,4531.0
408-2016000470241-0135444,72,F,687254.042809,4825583.862032499,,198.0,1,18.0,408-2016000470241-0,2,9113.0
408-2016000523072-0137213,62,M,686615.4798675,4824622.450487999,,22946.0,1,18.0,408-2016000523072-0,2,27842.0
408-2016000559873-1138316,25,M,687254.0428095,4825583.862032499,,103971.0,1,18.0,408-2016000559873-1,3,35792.0
408-2016000559873-1138396,30,F,687254.042809,4825583.862032499,,34140.0,0,18.0,408-2016000559873-1,3,35792.0
408-2016000749016-0142524,66,M,687254.042809,4825583.862032499,,0.0,0,18.0,408-2016000749016-0,2,13369.0
408-2016000754575-0142566,51,F,687254.042809,4825583.862032499,,0.0,0,18.0,408-2016000754575-0,2,14601.0
408-2016000833173-0144609,28,F,686294.2764369999,4825714.0183625,,3808.0,3,18.0,408-2016000833173-0,4,5889.0
408-2016000833173-0144643,23,M,686441.1908335,4825839.1974155,,14717.0,0,18.0,408-2016000833173-0,4,5889.0
408-2016000833173-0144677,5,M,686294.2764369999,4825714.0183625,car,0.0,2,18.0,408-2016000833173-0,4,5889.0
408-2016000880566-0145726,40,F,686294.2764369999,4825714.0183625,,26018.0,1,18.0,408-2016000880566-0,3,140640.0
408-2016000880566-0145798,67,M,686441.1908335,4825839.1974155,,0.0,2,18.0,408-2016000880566-0,3,140640.0
408-2016000931630-0146678,41,M,687251.0534435001,4825223.6626915,,75546.0,0,18.0,408-2016000931630-0,2,35983.0
408-2016001065251-0148359,21,M,687254.042809,4825583.862032499,,13389.0,1,18.0,408-2016001065251-0,5,43248.0
408-2016001065251-0148379,19,M,687254.0428095,4825583.862032499,,33207.0,2,18.0,408-2016001065251-0,5,43248.0
408-2016001065251-0148399,27,M,687254.0428095,4825583.862032499,,1290.0,0,18.0,408-2016001065251-0,5,43248.0
408-2016001065251-0148419,18,M,687254.0428095,4825583.862032499,,36041.0,4,18.0,408-2016001065251-0,5,43248.0
408-2016001082300-0148469,32,M,686294.2764369999,4825714.0183625,,33051.0,3,18.0,408-2016001082300-0,5,118016.0
408-2016001082300-0148507,28,F,686441.1908335,4825839.1974155,,2159.0,1,18.0,408-2016001082300-0,5,118016.0
408-2016001082300-0148545,23,M,686294.2764369999,4825714.0183625,,41430.0,0,18.0,408-2016001082300-0,5,118016.0
408-2016001082300-0148583,25,F,686294.2764369999,4825714.0183625,,37858.0,4,18.0,408-2016001082300-0,5,118016.0
408-2016001120110-0149257,60,F,686230.8628819999,4827887.608369,,0.0,0,18.0,408-2016001120110-0,4,14867.0
408-2016001120110-0149338,24,M,686230.8628819999,4827887.608369,,54515.0,2,18.0,408-2016001120110-0,4,14867.0
408-2016001120110-0149419,33,F,686074.3325390001,4828028.423146,,29507.0,3,18.0,408-2016001120110-0,4,14867.0
408-2016001120110-1149258,46,F,686236.3169795,4827430.7824035,,62669.0,3,18.0,408-2016001120110-1,4,134630.0
408-2016001120110-1149339,32,M,686236.3169795,4827430.7824035,,11051.0,0,18.0,408-2016001120110-1,4,134630.0
408-2016001120110-1149420,29,F,686260.6434259999,4827360.416399499,,28359.0,1,18.0,408-2016001120110-1,4,134630.0
408-2016001158545-0149987,60,F,687251.0534435001,4825223.6626915,,0.0,1,18.0,408-2016001158545-0,3,124790.0
408-2016001158545-0150010,11,F,687251.0534435001,4825223.6626915,car,0.0,0,18.0,408-2016001158545-0,3,124790.0
408-2016001407958-0154426,40,M,686291.6487700001,4824787.3820695,,0.0,3,18.0,408-2016001407958-0,5,13855.0
408-2016001407958-0154489,50,F,686471.4945545001,4824862.9754455,,22348.0,1,18.0,408-2016001407958-0,5,13855.0
408-2016001407958-0154552,5,M,686291.6487700001,4824787.3820695,car,0.0,4,18.0,408-2016001407958-0,5,13855.0
408-2016001407958-0154615,1,F,686291.6487700001,4824787.3820695,car,0.0,2,18.0,408-2016001407958-0,5,13855.0
408-2016001438850-1155569,53,M,687254.042809,4825583.862032499,,27891.0,2,18.0,408-2016001438850-1,3,2528.0
408-2016001438850-1155632,19,M,687254.0428095,4825583.862032499,,17424.0,1,18.0,408-2016001438850-1,3,2528.0
408-2016001488985-0157479,73,F,687254.042809,4825583.862032499,,0.0,1,18.0,408-2016001488985-0,2,12372.0
408-2016001518968-0157787,47,M,686456.3426940001,4825351.0864305,,59317.0,0,18.0,408-2016001518968-0,2,548.0
408-2016001519410-0157830,70,F,687254.042809,4825583.862032499,,0.0,1,18.0,408-2016001519410-0,3,110781.0
408-2016001519410-0157879,66,M,687254.0428095,4825583.862032499,,0.0,2,18.0,408-2016001519410-0,3,110781.0
500-2012000037468-0338,73,F,684898.2273995001,4823517.474839,,0.0,0,18.0,500-2012000037468-0,2,18561.0
500-2012000131467-02135,46,F,685434.890081,4824084.563279999,,14152.0,8,18.0,500-2012000131467-0,5,127791.0
500-2012000131467-02178,32,M,685434.890081,4824084.563279999,,73064.0,6,18.0,500-2012000131467-0,5,127791.0
500-2012000131467-02221,32,F,685434.890081,4824084.563279999,,5151.0,9,18.0,500-2012000131467-0,5,127791.0
500-2012000131467-02264,22,F,685434.890081,4824084.563279999,,22169.0,3,18.0,500-2012000131467-0,5,127791.0
500-2012000131467-02307,29,M,685434.890081,4824084.563279999,,17088.0,2,18.0,500-2012000131467-0,5,127791.0
500-2012000131467-02350,7,M,685434.890081,4824084.563279999,car,0.0,5,18.0,500-2012000131467-0,5,127791.0
500-2012000131467-02393,4,M,685434.890081,4824084.563279999,car,0.0,0,18.0,500-2012000131467-0,5,127791.0
500-2012000131467-02436,3,F,685434.890081,4824084.563279999,car,0.0,7,18.0,500-2012000131467-0,5,127791.0
500-2012000131467-02479,13,F,685434.890081,4824084.563279999,car,0.0,4,18.0,500-2012000131467-0,5,127791.0
500-2012000131467-02522,8,M,685434.890081,4824084.563279999,car,0.0,10,18.0,500-2012000131467-0,5,127791.0
500-2012000166281-03228,66,F,685434.890081,4824084.563279999,,0.0,1,18.0,500-2012000166281-0,2,4768.0
500-2012000272338-05486,23,F,684928.2563209999,4822603.512326,,66092.0,0,18.0,500-2012000272338-0,2,26767.0
500-2012000311610-06119,74,M,684058.6122495,4824262.204689,,0.0,0,18.0,500-2012000311610-0,3,142669.0
500-2012000311610-06152,72,F,684058.6122495,4824262.204689,,0.0,2,18.0,500-2012000311610-0,3,142669.0
500-2012000377937-07495,21,M,684533.5662509999,4824275.6913615,,47558.0,0,18.0,500-2012000377937-0,2,26204.0
500-2012000408893-08470,44,M,684654.746274,4824115.362701001,,6212.0,2,18.0,500-2012000408893-0,3,29230.0
500-2012000408893-08508,42,F,684654.746274,4824115.362701001,,0.0,1,18.0,500-2012000408893-0,3,29230.0
500-2012000634858-112690,39,M,685466.9565864999,4823027.600380501,,89808.0,2,18.0,500-2012000634858-1,3,30326.0
500-2012000634858-112774,22,F,685466.9565864999,4823027.600380501,,35130.0,1,18.0,500-2012000634858-1,3,30326.0
500-2012000816252-015936,20,F,685067.9335330001,4824578.6524255,,20419.0,0,18.0,500-2012000816252-0,5,29266.0
500-2012000816252-015984,9,F,685067.9335330001,4824578.6524255,car,0.0,5,18.0,500-2012000816252-0,5,29266.0
500-2012000816252-016032,7,F,685067.9335330001,4824578.6524255,car,0.0,6,18.0,500-2012000816252-0,5,29266.0
500-2012000816252-016080,9,F,685067.9335330001,4824578.6524255,car,0.0,3,18.0,500-2012000816252-0,5,29266.0
500-2012000816252-016128,6,F,685067.9335330001,4824578.6524255,car,0.0,2,18.0,500-2012000816252-0,5,29266.0
500-2012000816252-016176,0,F,685067.9335330001,4824578.6524255,car,0.0,1,18.0,500-2012000816252-0,5,29266.0
500-2012000816252-016224,30,F,685067.9335330001,4824578.6524255,,37026.0,4,18.0,500-2012000816252-0,5,29266.0
500-2012000845031-016999,47,M,685410.267136,4823098.4005265,,76998.0,0,18.0,500-2012000845031-0,5,124869.0
500-2012000845031-017039,61,F,685410.267136,4823098.4005265,,63417.0,4,18.0,500-2012000845031-0,5,124869.0
500-2012000845031-017079,16,F,685240.0004080001,4823182.084119,,0.0,3,18.0,500-2012000845031-0,5,124869.0
500-2012000845031-017119,9,F,685410.267136,4823098.4005265,car,0.0,2,18.0,500-2012000845031-0,5,124869.0
500-2012000855549-017632,28,M,684533.5662509999,4824275.6913615,,22234.0,1,18.0,500-2012000855549-0,3,19361.0
500-2012000855549-017683,32,M,684537.3343895001,4824112.551645501,,22901.0,2,18.0,500-2012000855549-0,3,19361.0
500-2012000926280-018742,36,F,685273.5329229999,4824433.603134001,,14983.0,1,18.0,500-2012000926280-0,2,38223.0
500-2012000938214-018884,56,F,685443.614271,4823781.9695865,,73946.0,2,18.0,500-2012000938214-0,3,12679.0
500-2012000938214-018917,49,M,685443.614271,4823781.9695865,,99792.0,1,18.0,500-2012000938214-0,3,12679.0
500-2012001048206-021013,55,M,684928.2563209999,4822603.512326,,69604.0,1,18.0,500-2012001048206-0,3,26876.0
